EmployeeID_Code,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome (km),Education (Years),EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,Salary Hike,PerformanceRating,RelationshipSatisfaction,StandardHours,Segment,PredictedAttritionRisk
RM094,46.0,46-55,No,Travel Frequently,638.0,Research & Development,1.0,3.0,Medical,1.0,124,3.0,Male,40.0,2.0,3.0,Healthcare Representative,1.0,Married,10673.0,10k-15k,3142.0,2.0,Y,Yes,13.0,0.13,3.0,3.0,80,2,0.09846387261658075
RM905,48.0,46-55,No,Travel Rarely,715.0,Research & Development,1.0,3.0,Life Science,1.0,1263,4.0,Male,76.0,2.0,5.0,Research Director,4.0,Single,18265.0,15k+,8733.0,6.0,Y,No,12.0,0.12,3.0,3.0,80,2,0.06430608596177226
RM184,50.0,46-55,No,Travel Rarely,328.0,Research & Development,1.0,3.0,Medical,1.0,249,3.0,Male,86.0,2.0,1.0,Laboratory Technician,3.0,Married,3690.0,Upto 5k,3425.0,2.0,Y,No,15.0,0.15,3.0,4.0,80,3,0.24717571584147222
RM178,19.0,18-25,Yes,Travel Rarely,303.0,Research & Development,2.0,3.0,Life Science,1.0,243,2.0,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Single,1102.0,Upto 5k,9241.0,1.0,Y,No,22.0,0.22,4.0,3.0,80,0,0.6868581776936582
RM663,20.0,18-25,Yes,Travel Rarely,500.0,Sales,2.0,3.0,Medical,1.0,922,3.0,Female,49.0,2.0,1.0,Sales Representative,3.0,Single,2044.0,Upto 5k,22052.0,1.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.7624224270977434
RM930,28.0,26-35,No,Travel Frequently,193.0,Research & Development,2.0,3.0,Life Science,1.0,1296,4.0,Male,52.0,2.0,1.0,Laboratory Technician,4.0,Married,3867.0,Upto 5k,14222.0,1.0,Y,Yes,12.0,0.12,3.0,2.0,80,3,0.26609906952771445
RM266,29.0,26-35,No,Travel Rarely,1210.0,Sales,2.0,3.0,Medical,1.0,366,1.0,Male,78.0,2.0,2.0,Sales Executive,2.0,Married,6644.0,5k-10k,3687.0,2.0,Y,No,19.0,0.19,3.0,2.0,80,0,0.16537520923403115
RM089,30.0,26-35,No,Travel Rarely,288.0,Research & Development,2.0,3.0,Life Science,1.0,117,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,Upto 5k,15830.0,1.0,Y,No,19.0,0.19,3.0,1.0,80,0,0.1273899816434244
RM603,30.0,26-35,No,Travel Rarely,946.0,Research & Development,2.0,3.0,Medical,1.0,833,3.0,Female,52.0,2.0,2.0,Manufacturing Director,4.0,Single,6877.0,5k-10k,20234.0,5.0,Y,Yes,24.0,0.24,4.0,2.0,80,0,0.15489594642945448
RM311,31.0,26-35,No,Travel Rarely,106.0,Human Resources,2.0,3.0,Human Resources,1.0,424,1.0,Male,62.0,2.0,2.0,Human Resources,1.0,Married,6410.0,5k-10k,17822.0,3.0,Y,No,12.0,0.12,3.0,4.0,80,3,0.18663285546195987
RM981,31.0,26-35,Yes,Travel Frequently,703.0,Sales,2.0,3.0,Life Science,1.0,1379,3.0,Female,90.0,2.0,1.0,Sales Representative,4.0,Single,2785.0,Upto 5k,11882.0,7.0,Y,No,14.0,0.14,3.0,3.0,80,1,0.715553368311421
RM847,35.0,26-35,No,Travel Rarely,819.0,Research & Development,2.0,3.0,Life Science,1.0,1182,3.0,Male,44.0,2.0,3.0,Manufacturing Director,2.0,Divorced,10274.0,10k-15k,19588.0,2.0,Y,No,18.0,0.18,3.0,2.0,80,0,0.07371445349226295
RM1194,38.0,36-45,No,Travel Frequently,148.0,Research & Development,2.0,3.0,Medical,1.0,1675,4.0,Female,42.0,2.0,1.0,Laboratory Technician,2.0,Single,2440.0,Upto 5k,23826.0,1.0,Y,No,22.0,0.22,4.0,2.0,80,0,0.24017747410140605
RM1033,39.0,36-45,Yes,Non Travel,592.0,Research & Development,2.0,3.0,Life Science,1.0,1458,1.0,Female,54.0,2.0,1.0,Laboratory Technician,1.0,Single,3646.0,Upto 5k,17181.0,2.0,Y,Yes,23.0,0.23,4.0,2.0,80,0,0.7091616408306067
RM655,39.0,36-45,No,Travel Rarely,1383.0,Human Resources,2.0,3.0,Life Science,1.0,909,4.0,Female,42.0,2.0,2.0,Human Resources,4.0,Married,5204.0,5k-10k,7790.0,8.0,Y,No,11.0,0.11,3.0,3.0,80,1,0.079772124981164
RM392,40.0,36-45,No,Travel Rarely,555.0,Research & Development,2.0,3.0,Medical,1.0,521,2.0,Female,78.0,2.0,2.0,Laboratory Technician,3.0,Married,3448.0,Upto 5k,13436.0,6.0,Y,No,22.0,0.22,4.0,2.0,80,0,0.19152004880001283
RM1089,42.0,36-45,No,Travel Rarely,1210.0,Research & Development,2.0,3.0,Medical,1.0,1542,3.0,Male,68.0,2.0,1.0,Laboratory Technician,2.0,Married,4841.0,Upto 5k,24052.0,4.0,Y,No,14.0,0.14,3.0,2.0,80,1,0.15078619705727966
RM257,42.0,36-45,No,Travel Rarely,269.0,Research & Development,2.0,3.0,Medical,1.0,351,4.0,Female,56.0,2.0,1.0,Laboratory Technician,1.0,Divorced,2593.0,Upto 5k,8007.0,0.0,Y,Yes,11.0,0.11,3.0,3.0,80,3,0.2401920560442395
RM604,45.0,36-45,No,Travel Rarely,252.0,Research & Development,2.0,3.0,Life Science,1.0,834,2.0,Female,95.0,2.0,1.0,Research Scientist,3.0,Single,2274.0,Upto 5k,6153.0,1.0,Y,No,14.0,0.14,3.0,4.0,80,3,0.22186194168177115
RM1469,49.0,46-55,No,Travel Frequently,1023.0,Sales,2.0,3.0,Medical,1.0,2065,4.0,Male,63.0,2.0,2.0,Sales Executive,2.0,Married,5390.0,5k-10k,13243.0,2.0,Y,No,14.0,0.14,3.0,4.0,80,3,0.1415098264630962
RM231,52.0,46-55,No,Travel Rarely,1323.0,Research & Development,2.0,3.0,Life Science,1.0,316,3.0,Female,89.0,2.0,1.0,Laboratory Technician,4.0,Single,3212.0,Upto 5k,3300.0,7.0,Y,No,15.0,0.15,3.0,2.0,80,1,0.21821560860964695
RM761,53.0,46-55,No,Travel Frequently,124.0,Sales,2.0,3.0,Marketing,1.0,1050,3.0,Female,38.0,2.0,3.0,Sales Executive,2.0,Married,7525.0,5k-10k,23537.0,2.0,Y,No,12.0,0.12,3.0,1.0,80,2,0.2249724460968578
RM1265,55.0,46-55,No,Travel Rarely,478.0,Research & Development,2.0,3.0,Medical,1.0,1770,3.0,Male,60.0,2.0,5.0,Research Director,1.0,Married,19038.0,15k+,19805.0,8.0,Y,No,12.0,0.12,3.0,2.0,80,2,0.13033491816155132
RM744,59.0,55+,No,Travel Rarely,715.0,Research & Development,2.0,3.0,Life Science,1.0,1032,3.0,Female,69.0,2.0,4.0,Manufacturing Director,4.0,Single,13726.0,10k-15k,21829.0,3.0,Y,Yes,13.0,0.13,3.0,1.0,80,2,0.10163189990340263
RM857,20.0,18-25,No,Travel Rarely,805.0,Research & Development,3.0,3.0,Life Science,1.0,1198,1.0,Male,87.0,2.0,1.0,Laboratory Technician,3.0,Single,3033.0,Upto 5k,12828.0,1.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.6141706784281915
RM165,27.0,26-35,No,Non Travel,1450.0,Research & Development,3.0,3.0,Medical,1.0,224,3.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Divorced,2566.0,Upto 5k,25326.0,1.0,Y,Yes,15.0,0.15,3.0,4.0,80,3,0.29455035138752317
RM516,35.0,26-35,No,Non Travel,727.0,Research & Development,3.0,3.0,Life Science,1.0,704,3.0,Male,41.0,2.0,1.0,Laboratory Technician,3.0,Married,1281.0,Upto 5k,16900.0,1.0,Y,No,18.0,0.18,3.0,3.0,80,0,0.257462433357221
RM1440,36.0,36-45,No,Travel Rarely,557.0,Sales,3.0,3.0,Medical,1.0,2024,1.0,Female,94.0,2.0,3.0,Sales Executive,4.0,Married,7644.0,5k-10k,12695.0,0.0,Y,No,19.0,0.19,3.0,3.0,80,0,0.13431029052736992
RM1449,41.0,36-45,No,Travel Rarely,930.0,Sales,3.0,3.0,Life Science,1.0,2037,3.0,Male,57.0,2.0,2.0,Sales Executive,2.0,Divorced,8938.0,5k-10k,12227.0,2.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.1507258005692188
RM407,52.0,46-55,No,Travel Rarely,319.0,Research & Development,3.0,3.0,Medical,1.0,543,4.0,Male,39.0,2.0,3.0,Manufacturing Director,3.0,Married,7969.0,5k-10k,19609.0,2.0,Y,Yes,14.0,0.14,3.0,3.0,80,2,0.18679600636248986
RM226,59.0,55+,No,Travel Rarely,142.0,Research & Development,3.0,3.0,Life Science,1.0,309,3.0,Male,70.0,2.0,1.0,Research Scientist,4.0,Married,2177.0,Upto 5k,8456.0,3.0,Y,No,17.0,0.17,3.0,1.0,80,1,0.17526606031914185
RM898,59.0,55+,No,Travel Rarely,326.0,Sales,3.0,3.0,Life Science,1.0,1254,3.0,Female,48.0,2.0,2.0,Sales Executive,4.0,Single,5171.0,5k-10k,16490.0,5.0,Y,No,17.0,0.17,3.0,4.0,80,1,0.20798784879910992
RM1259,29.0,26-35,No,Travel Rarely,590.0,Research & Development,4.0,3.0,Technical Degree,1.0,1762,4.0,Female,91.0,2.0,1.0,Research Scientist,1.0,Divorced,2109.0,Upto 5k,10007.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.2805201674471511
RM601,32.0,26-35,No,Travel Rarely,859.0,Research & Development,4.0,3.0,Life Science,1.0,830,3.0,Female,98.0,2.0,2.0,Manufacturing Director,3.0,Married,6162.0,5k-10k,19124.0,1.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.10475231059991529
RM1304,47.0,46-55,No,Travel Rarely,1001.0,Research & Development,4.0,3.0,Life Science,1.0,1827,3.0,Female,92.0,2.0,3.0,Manufacturing Director,2.0,Divorced,10333.0,10k-15k,19271.0,8.0,Y,Yes,12.0,0.12,3.0,3.0,80,1,0.1255887820374932
RM108,25.0,18-25,Yes,Travel Rarely,240.0,Sales,5.0,3.0,Marketing,1.0,142,3.0,Male,46.0,2.0,2.0,Sales Executive,3.0,Single,5744.0,5k-10k,26959.0,1.0,Y,Yes,11.0,0.11,3.0,4.0,80,3,0.640125518800551
RM1465,26.0,26-35,No,Travel Rarely,1167.0,Sales,5.0,3.0,Other,1.0,2060,4.0,Female,30.0,2.0,1.0,Sales Representative,3.0,Single,2966.0,Upto 5k,21378.0,0.0,Y,No,18.0,0.18,3.0,4.0,80,0,0.333309259114673
RM1189,29.0,26-35,No,Travel Rarely,991.0,Sales,5.0,3.0,Medical,1.0,1669,1.0,Male,43.0,2.0,2.0,Sales Executive,2.0,Divorced,4187.0,Upto 5k,3356.0,1.0,Y,Yes,13.0,0.13,3.0,2.0,80,3,0.2616178776045293
RM339,30.0,26-35,No,Travel Rarely,570.0,Sales,5.0,3.0,Marketing,1.0,456,4.0,Female,30.0,2.0,2.0,Sales Executive,3.0,Divorced,6118.0,5k-10k,5431.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.15379038872853296
RM791,33.0,26-35,No,Travel Rarely,654.0,Research & Development,5.0,3.0,Life Science,1.0,1099,4.0,Male,34.0,2.0,3.0,Healthcare Representative,4.0,Divorced,7119.0,5k-10k,21214.0,4.0,Y,No,15.0,0.15,3.0,3.0,80,3,0.06585019633856268
RM117,34.0,26-35,No,Travel Rarely,1354.0,Research & Development,5.0,3.0,Medical,1.0,153,3.0,Female,45.0,2.0,3.0,Manager,1.0,Single,11631.0,10k-15k,5615.0,2.0,Y,No,12.0,0.12,3.0,4.0,80,3,0.08567300094088667
RM1043,44.0,36-45,No,Non Travel,981.0,Research & Development,5.0,3.0,Life Science,1.0,1471,3.0,Male,90.0,2.0,1.0,Laboratory Technician,3.0,Single,3162.0,Upto 5k,7973.0,3.0,Y,No,14.0,0.14,3.0,4.0,80,3,0.17523271049734412
RM675,58.0,55+,No,Travel Rarely,1272.0,Research & Development,5.0,3.0,Technical Degree,1.0,940,3.0,Female,37.0,2.0,3.0,Healthcare Representative,2.0,Divorced,10552.0,10k-15k,9255.0,2.0,Y,Yes,13.0,0.13,3.0,4.0,80,2,0.09920527641808606
RM103,20.0,18-25,Yes,Travel Frequently,871.0,Research & Development,6.0,3.0,Life Science,1.0,137,4.0,Female,66.0,2.0,1.0,Laboratory Technician,4.0,Single,2926.0,Upto 5k,19783.0,1.0,Y,Yes,18.0,0.18,3.0,2.0,80,0,0.7776864472208165
RM126,26.0,26-35,No,Travel Rarely,841.0,Research & Development,6.0,3.0,Other,1.0,164,3.0,Female,46.0,2.0,1.0,Research Scientist,2.0,Married,2368.0,Upto 5k,23300.0,1.0,Y,No,19.0,0.19,3.0,3.0,80,0,0.32619159365516887
RM834,27.0,26-35,No,Travel Rarely,199.0,Research & Development,6.0,3.0,Life Science,1.0,1162,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,2539.0,Upto 5k,7950.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.19838000734949715
RM828,28.0,26-35,No,Travel Frequently,773.0,Research & Development,6.0,3.0,Life Science,1.0,1154,3.0,Male,39.0,2.0,1.0,Research Scientist,3.0,Divorced,2703.0,Upto 5k,22088.0,1.0,Y,Yes,14.0,0.14,3.0,4.0,80,3,0.47552815807994087
RM942,30.0,26-35,No,Travel Rarely,1138.0,Research & Development,6.0,3.0,Technical Degree,1.0,1311,1.0,Female,48.0,2.0,2.0,Laboratory Technician,4.0,Married,4627.0,Upto 5k,23631.0,0.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.1594188715499122
RM347,41.0,36-45,No,Travel Rarely,483.0,Research & Development,6.0,3.0,Medical,1.0,466,4.0,Male,95.0,2.0,2.0,Manufacturing Director,2.0,Single,6032.0,5k-10k,10110.0,6.0,Y,Yes,15.0,0.15,3.0,4.0,80,1,0.22304902782453045
RM1331,43.0,36-45,No,Travel Rarely,823.0,Research & Development,6.0,3.0,Medical,1.0,1866,1.0,Female,81.0,2.0,5.0,Manager,3.0,Married,19392.0,15k+,22539.0,7.0,Y,No,13.0,0.13,3.0,4.0,80,2,0.09804020713548914
RM996,43.0,36-45,No,Travel Rarely,930.0,Research & Development,6.0,3.0,Medical,1.0,1402,1.0,Female,73.0,2.0,2.0,Research Scientist,3.0,Single,4081.0,Upto 5k,20003.0,1.0,Y,Yes,14.0,0.14,3.0,1.0,80,3,0.24926186997366648
RM219,45.0,36-45,No,Non Travel,1052.0,Sales,6.0,3.0,Medical,1.0,302,4.0,Female,57.0,2.0,3.0,Sales Executive,4.0,Single,8865.0,5k-10k,16840.0,6.0,Y,No,12.0,0.12,3.0,4.0,80,1,0.1733658907804022
RM736,48.0,46-55,No,Travel Rarely,277.0,Research & Development,6.0,3.0,Life Science,1.0,1022,1.0,Male,97.0,2.0,2.0,Healthcare Representative,3.0,Single,4240.0,Upto 5k,13119.0,2.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.19783045130919039
RM555,27.0,26-35,No,Travel Rarely,975.0,Research & Development,7.0,3.0,Medical,1.0,764,4.0,Female,55.0,2.0,2.0,Healthcare Representative,1.0,Single,6811.0,5k-10k,23398.0,8.0,Y,No,19.0,0.19,3.0,1.0,80,1,0.22625535005247693
RM1142,30.0,26-35,No,Travel Rarely,241.0,Research & Development,7.0,3.0,Medical,1.0,1609,2.0,Male,48.0,2.0,1.0,Research Scientist,2.0,Married,2141.0,Upto 5k,5348.0,1.0,Y,No,12.0,0.12,3.0,2.0,80,3,0.3308247948027666
RM457,31.0,26-35,No,Travel Rarely,688.0,Sales,7.0,3.0,Life Science,1.0,613,3.0,Male,44.0,2.0,3.0,Manager,4.0,Divorced,11557.0,10k-15k,25291.0,9.0,Y,No,21.0,0.21,4.0,3.0,80,1,0.09025677100193831
RM307,32.0,26-35,No,Travel Rarely,906.0,Sales,7.0,3.0,Life Science,1.0,420,4.0,Male,91.0,2.0,2.0,Sales Executive,3.0,Married,5484.0,5k-10k,16985.0,1.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.1727512238983273
RM376,49.0,46-55,No,Travel Rarely,1261.0,Research & Development,7.0,3.0,Other,1.0,499,2.0,Male,31.0,2.0,3.0,Healthcare Representative,3.0,Single,10965.0,10k-15k,12066.0,8.0,Y,No,24.0,0.24,4.0,3.0,80,1,0.06370223408779556
RM574,26.0,26-35,Yes,Travel Rarely,1146.0,Sales,8.0,3.0,Technical Degree,1.0,796,4.0,Male,38.0,2.0,2.0,Sales Executive,1.0,Single,5326.0,5k-10k,3064.0,6.0,Y,No,17.0,0.17,3.0,3.0,80,1,0.6798027845973105
RM1247,30.0,26-35,Yes,Travel Frequently,600.0,Human Resources,8.0,3.0,Human Resources,1.0,1747,3.0,Female,66.0,2.0,1.0,Human Resources,4.0,Divorced,2180.0,Upto 5k,9732.0,6.0,Y,No,11.0,0.11,3.0,3.0,80,1,0.6653519550219072
RM1017,31.0,26-35,Yes,Travel Rarely,202.0,Research & Development,8.0,3.0,Life Science,1.0,1433,1.0,Female,34.0,2.0,1.0,Research Scientist,2.0,Single,1261.0,Upto 5k,22262.0,1.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.7061764974455121
RM634,36.0,36-45,No,Travel Rarely,1278.0,Human Resources,8.0,3.0,Life Science,1.0,878,1.0,Male,77.0,2.0,1.0,Human Resources,1.0,Married,2342.0,Upto 5k,8635.0,0.0,Y,No,21.0,0.21,4.0,3.0,80,0,0.2386716100061869
RM1374,38.0,36-45,No,Travel Frequently,1394.0,Research & Development,8.0,3.0,Medical,1.0,1937,4.0,Female,58.0,2.0,2.0,Research Scientist,2.0,Divorced,2133.0,Upto 5k,18115.0,1.0,Y,Yes,16.0,0.16,3.0,3.0,80,3,0.20260641093424658
RM587,24.0,18-25,No,Non Travel,1092.0,Research & Development,9.0,3.0,Life Science,1.0,812,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,Upto 5k,26551.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.21117808318140532
RM525,34.0,26-35,No,Travel Rarely,1442.0,Research & Development,9.0,3.0,Medical,1.0,717,4.0,Female,46.0,2.0,3.0,Healthcare Representative,2.0,Single,8621.0,5k-10k,17654.0,1.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.09742422779760625
RM636,35.0,26-35,No,Travel Rarely,607.0,Research & Development,9.0,3.0,Life Science,1.0,880,4.0,Female,66.0,2.0,3.0,Manufacturing Director,3.0,Married,10685.0,10k-15k,23457.0,1.0,Y,Yes,20.0,0.2,4.0,2.0,80,0,0.1941369037068159
RM070,36.0,36-45,Yes,Travel Rarely,318.0,Research & Development,9.0,3.0,Medical,1.0,90,4.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Married,3388.0,Upto 5k,21777.0,0.0,Y,Yes,17.0,0.17,3.0,1.0,80,0,0.6273519693247774
RM643,38.0,36-45,No,Travel Rarely,395.0,Sales,9.0,3.0,Marketing,1.0,893,2.0,Male,98.0,2.0,1.0,Sales Representative,2.0,Married,2899.0,Upto 5k,12102.0,0.0,Y,No,19.0,0.19,3.0,4.0,80,0,0.274155047016904
RM158,58.0,55+,No,Travel Rarely,1145.0,Research & Development,9.0,3.0,Medical,1.0,214,2.0,Female,75.0,2.0,1.0,Research Scientist,2.0,Married,3346.0,Upto 5k,11873.0,4.0,Y,Yes,20.0,0.2,4.0,2.0,80,1,0.41758613901142766
RM302,18.0,18-25,No,Travel Rarely,812.0,Sales,10.0,3.0,Medical,1.0,411,4.0,Female,69.0,2.0,1.0,Sales Representative,3.0,Single,1200.0,Upto 5k,9724.0,1.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.34344117892427745
RM893,19.0,18-25,Yes,Non Travel,504.0,Research & Development,10.0,3.0,Medical,1.0,1248,1.0,Female,96.0,2.0,1.0,Research Scientist,2.0,Single,1859.0,Upto 5k,6148.0,1.0,Y,Yes,25.0,0.25,4.0,2.0,80,0,0.6241006228863104
RM778,21.0,18-25,Yes,Travel Rarely,1334.0,Research & Development,10.0,3.0,Life Science,1.0,1079,3.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,Upto 5k,17258.0,1.0,Y,No,13.0,0.13,3.0,1.0,80,3,0.7386093590226827
RM997,27.0,26-35,No,Travel Rarely,205.0,Sales,10.0,3.0,Marketing,1.0,1403,4.0,Female,98.0,2.0,2.0,Sales Executive,4.0,Married,5769.0,5k-10k,7100.0,1.0,Y,Yes,11.0,0.11,3.0,4.0,80,3,0.25185891381321396
RM1173,29.0,26-35,No,Travel Rarely,469.0,Sales,10.0,3.0,Medical,1.0,1650,3.0,Male,42.0,2.0,2.0,Sales Executive,3.0,Single,5869.0,5k-10k,23413.0,9.0,Y,No,11.0,0.11,3.0,3.0,80,1,0.4726947488333998
RM712,29.0,26-35,Yes,Travel Rarely,906.0,Research & Development,10.0,3.0,Life Science,1.0,994,4.0,Female,92.0,2.0,1.0,Research Scientist,1.0,Single,2404.0,Upto 5k,11479.0,6.0,Y,Yes,20.0,0.2,4.0,3.0,80,1,0.8352528499602243
RM845,30.0,26-35,No,Travel Rarely,852.0,Sales,10.0,3.0,Marketing,1.0,1179,3.0,Male,72.0,2.0,2.0,Sales Executive,3.0,Married,6578.0,5k-10k,2706.0,1.0,Y,No,18.0,0.18,3.0,1.0,80,0,0.22176760851195515
RM329,33.0,26-35,No,Travel Frequently,508.0,Sales,10.0,3.0,Marketing,1.0,446,2.0,Male,46.0,2.0,2.0,Sales Executive,4.0,Single,4682.0,Upto 5k,4317.0,3.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.2416344894261231
RM1163,35.0,26-35,Yes,Travel Rarely,737.0,Sales,10.0,3.0,Medical,1.0,1639,4.0,Male,55.0,2.0,3.0,Sales Executive,1.0,Married,10306.0,10k-15k,21530.0,9.0,Y,No,17.0,0.17,3.0,3.0,80,1,0.582030205681602
RM885,40.0,36-45,No,Travel Rarely,107.0,Sales,10.0,3.0,Technical Degree,1.0,1239,2.0,Female,84.0,2.0,2.0,Sales Executive,2.0,Divorced,6852.0,5k-10k,11591.0,7.0,Y,No,12.0,0.12,3.0,2.0,80,1,0.22032376913448484
RM148,41.0,36-45,No,Travel Frequently,857.0,Research & Development,10.0,3.0,Life Science,1.0,199,4.0,Male,91.0,2.0,4.0,Manager,1.0,Divorced,17181.0,15k+,12888.0,4.0,Y,No,13.0,0.13,3.0,2.0,80,2,0.06902990766768799
RM434,46.0,46-55,No,Travel Rarely,1125.0,Sales,10.0,3.0,Marketing,1.0,580,3.0,Female,94.0,2.0,3.0,Sales Executive,4.0,Married,9071.0,5k-10k,11563.0,2.0,Y,Yes,19.0,0.19,3.0,3.0,80,0,0.18566473557481522
RM1332,48.0,46-55,No,Travel Rarely,1224.0,Research & Development,10.0,3.0,Life Science,1.0,1867,4.0,Male,91.0,2.0,5.0,Research Director,2.0,Married,19665.0,15k+,13583.0,4.0,Y,No,12.0,0.12,3.0,4.0,80,2,0.09937338546153571
RM368,50.0,46-55,No,Travel Rarely,1046.0,Research & Development,10.0,3.0,Technical Degree,1.0,491,4.0,Male,100.0,2.0,3.0,Healthcare Representative,4.0,Single,10496.0,10k-15k,2755.0,6.0,Y,No,15.0,0.15,3.0,4.0,80,2,0.14089424437453088
RM732,20.0,18-25,Yes,Travel Rarely,1097.0,Research & Development,11.0,3.0,Medical,1.0,1016,4.0,Female,98.0,2.0,1.0,Research Scientist,1.0,Single,2600.0,Upto 5k,18275.0,1.0,Y,Yes,15.0,0.15,3.0,1.0,80,3,0.8146825139808789
RM924,34.0,26-35,No,Travel Frequently,648.0,Human Resources,11.0,3.0,Life Science,1.0,1289,3.0,Male,56.0,2.0,2.0,Human Resources,2.0,Married,4490.0,Upto 5k,21833.0,4.0,Y,No,11.0,0.11,3.0,4.0,80,3,0.1872126112046282
RM067,36.0,36-45,No,Travel Frequently,1195.0,Research & Development,11.0,3.0,Life Science,1.0,85,2.0,Male,95.0,2.0,2.0,Manufacturing Director,2.0,Single,6499.0,5k-10k,22656.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.15026040302872587
RM606,38.0,36-45,No,Travel Frequently,471.0,Research & Development,12.0,3.0,Life Science,1.0,837,1.0,Male,45.0,2.0,2.0,Healthcare Representative,1.0,Divorced,6288.0,5k-10k,4284.0,2.0,Y,No,15.0,0.15,3.0,3.0,80,3,0.17413549464901706
RM391,43.0,36-45,No,Travel Rarely,982.0,Research & Development,12.0,3.0,Life Science,1.0,520,1.0,Male,59.0,2.0,4.0,Research Director,2.0,Divorced,14336.0,10k-15k,4345.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,2,0.11305643034728789
RM1314,29.0,26-35,Yes,Travel Rarely,350.0,Human Resources,13.0,3.0,Human Resources,1.0,1844,1.0,Male,56.0,2.0,1.0,Human Resources,1.0,Divorced,2335.0,Upto 5k,3157.0,4.0,Y,Yes,15.0,0.15,3.0,4.0,80,3,0.5854920125937917
RM881,32.0,26-35,No,Travel Frequently,116.0,Research & Development,13.0,3.0,Other,1.0,1234,3.0,Female,77.0,2.0,1.0,Laboratory Technician,2.0,Married,2743.0,Upto 5k,7331.0,1.0,Y,No,20.0,0.2,4.0,3.0,80,0,0.2819483119633572
RM815,40.0,36-45,No,Travel Rarely,1308.0,Research & Development,14.0,3.0,Medical,1.0,1128,3.0,Male,44.0,2.0,5.0,Research Director,3.0,Single,19626.0,15k+,17544.0,1.0,Y,No,14.0,0.14,3.0,1.0,80,2,0.07859484908245679
RM1335,27.0,26-35,No,Travel Frequently,1131.0,Research & Development,15.0,3.0,Life Science,1.0,1870,4.0,Female,77.0,2.0,1.0,Research Scientist,1.0,Married,4774.0,Upto 5k,23844.0,0.0,Y,No,19.0,0.19,3.0,4.0,80,0,0.15659953934108936
RM1157,40.0,36-45,No,Travel Rarely,884.0,Research & Development,15.0,3.0,Life Science,1.0,1628,1.0,Female,80.0,2.0,3.0,Manufacturing Director,3.0,Married,10435.0,10k-15k,25800.0,1.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.18546215941827884
RM549,43.0,36-45,No,Travel Frequently,775.0,Sales,15.0,3.0,Life Science,1.0,754,4.0,Male,47.0,2.0,2.0,Sales Executive,4.0,Married,6804.0,5k-10k,23683.0,3.0,Y,No,18.0,0.18,3.0,3.0,80,0,0.2338366036075703
RM1082,35.0,26-35,No,Travel Rarely,1029.0,Research & Development,16.0,3.0,Life Science,1.0,1529,4.0,Female,91.0,2.0,3.0,Healthcare Representative,2.0,Single,8606.0,5k-10k,21195.0,1.0,Y,No,19.0,0.19,3.0,4.0,80,0,0.11816237544049346
RM1391,28.0,26-35,Yes,Travel Rarely,1404.0,Research & Development,17.0,3.0,Technical Degree,1.0,1960,3.0,Male,32.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2367.0,Upto 5k,18779.0,5.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.6513454883714932
RM1006,29.0,26-35,No,Travel Rarely,332.0,Human Resources,17.0,3.0,Other,1.0,1419,2.0,Male,51.0,2.0,3.0,Human Resources,1.0,Single,7988.0,5k-10k,9769.0,1.0,Y,No,13.0,0.13,3.0,1.0,80,3,0.2892454228535979
RM1263,43.0,36-45,Yes,Travel Frequently,807.0,Research & Development,17.0,3.0,Technical Degree,1.0,1767,3.0,Male,38.0,2.0,1.0,Research Scientist,3.0,Married,2437.0,Upto 5k,15587.0,9.0,Y,Yes,16.0,0.16,3.0,4.0,80,1,0.7966451482867359
